Title,Ratings,price,Link To Buy
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 128 GB SSD & 500GB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 50,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCJ226Z/ref=sr_1_52?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-52
"Lenovo Legion 5Pi 10th Gen Intel Core i7 15.6"" FHD Gaming Laptop (16GB/1TB SSD/Windows 10/MS Office 2019/144 Hz/NVIDIA RTX 2060 6GB GDDR6/with M300 RGB Gaming Mouse/Iron Grey/2.3Kg), 82AW005SIN",4.3 out of 5,NA,https://www.amazon.in/Lenovo-Legion-Gaming-Windows-82AW005SIN/dp/B08CQ21154/ref=sr_1_53?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-53
(Renewed) Dell Latitude E7470 14 inch Laptop Core i7 6th Gen/16 GB RAM/512 GB SSD/Windows 10 Pro/MS Office/HD Display/Integrated Graphics),NA,"₹ 55,599.00",https://www.amazon.in/Renewed-Dell-Latitude-Integrated-Graphics/dp/B08MV2BNVB/ref=sr_1_54?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-54
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 4 GB Ram & 256 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 47,490.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N56YJDQ/ref=sr_1_55?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-55
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 256 GB SSD & 1TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 53,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCK67DG/ref=sr_1_56?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-56
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 512 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 52,990.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N57Y9C9/ref=sr_1_57?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-57
(Renewed) Dell Latitude E7470 14 inch Laptop Core i7 6th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/HD Display/Integrated Graphics),NA,"₹ 52,599.00",https://www.amazon.in/Renewed-Dell-Latitude-Integrated-Graphics/dp/B08MV63TGS/ref=sr_1_58?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-58
"(Renewed) Dell Latitude E5570 15-inch FHD-Touch Screen Laptop (Core i7 6th Gen/16GB/512 GB SSD/Windows10/MS Office Pro 2019/AMD Graphics), Black",NA,"₹ 68,699.00",https://www.amazon.in/Dell-Latitude-FHD-Touch-Windows10-Graphics/dp/B08P5TN4S1/ref=sr_1_59?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-59
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 256 GB SSD & 2TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 55,490.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCBC99F/ref=sr_1_60?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-60
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 4 GB Ram & 256 GB SSD & 1TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 50,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCPLXST/ref=sr_1_61?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-61
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 16 GB Ram & 128 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 54,990.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N5938LT/ref=sr_1_62?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-62
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 128 GB SSD & 1TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 52,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NC2BQBX/ref=sr_1_63?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-63
"Microsoft Laptop 2 1769 13.5-inch Laptop (Intel Core i7/8GB/256GB SSD/Windows 10 Home/Integrated Graphics), Platinum",NA,"₹ 1,12,694.00",https://www.amazon.in/Microsoft-1769-13-5-inch-Integrated-Graphics/dp/B08BD3KS76/ref=sr_1_64?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-64
"(Renewed) Dell XPS 9570 15.6-inch FHD Laptop (8th Gen i7-8750H/8GB/256GB SSD/Win 10 Pro/Integrated Graphics), Silver",NA,"₹ 74,181.00",https://www.amazon.in/Dell-15-6-inch-i7-8750H-Integrated-Graphics/dp/B08SKJQTMR/ref=sr_1_65?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-65
"Acer Predator Triton 300 PT315-51 2019 15.6-inch Gaming Laptop (9th Gen Core i7 9750H/16GB/1TB HDD + 256GB SSD/Windows 10 Home/4GB NVIDIA GeForce GTX 1650 Graphics), Abyssal Black",3.3 out of 5,"₹ 93,990.00",https://www.amazon.in/Acer-Predator-PT315-51-15-6-inch-Graphics/dp/B0888TLS9L/ref=sr_1_66?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-66
"ASUS ROG Zephyrus S15 (2020), 15.6"" FHD 300Hz/3ms, Intel Core i7-10750H 10th Gen, RTX 2070 SUPER 8GB Graphics, Gaming Laptop (32GB/1TB RAID 0 SSD/Office 2019/Windows 10/Black/1.9 Kg), GX502LWS-HF109TS",3 out of 5,"₹ 2,09,990.00",https://www.amazon.in/ASUS-Zephyrus-i7-10750H-RTX-2070-SUPER-GX502LWS-HF109TS/dp/B08PF8Y96X/ref=sr_1_67?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-67
"HP Pavilion x360 Core i7 8th Gen 14-inch Touchscreen 2-in-1 FHD Thin and Light Laptop (16GB/512GB SSD/Windows 10/MS Office/2GB Graphics/Mineral Silver/1.59 kg), 14- dh0045TX",4.1 out of 5,"₹ 85,990.00",https://www.amazon.in/HP-Pavilion-dh0045TX-i7-8565U-Graphics/dp/B07NMSWFS4/ref=sr_1_68?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-68
"DELL Inspiron 5584 15.6-inch Laptop (8th Gen Core i7-8565U/8GB/1TB HDD + 512GB SSD/Windows 10 Home/2GB NVIDIA Graphics), Silver",2.6 out of 5,"₹ 84,000.00",https://www.amazon.in/Inspiron-5584-15-6-inch-i7-8565U-Graphics/dp/B07XZHSXF9/ref=sr_1_69?dchild=1&keywords=laptop&qid=1611756187&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-69
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 20 GB Ram & 256 GB SSD & 2TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 64,490.00",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg4_1?ie=UTF8&adId=A00234462H8AFX8XAU4G9&url=%2FRenewed-HP-Hybrid-Probook-Laptop%2Fdp%2FB08NCBWDZK%2Fref%3Dsr_1_73_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1611756194%26refinements%3Dp_n_feature_thirteen_browse-bin%253A12598163031%257C16757432031%26rnid%3D12598141031%26s%3Dcomputers%26sr%3D1-73-spons%26psc%3D1&qualifier=1611756202&id=7377273685465665&widgetName=sp_atf_next
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 8 GB Ram & 128 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 48,990.00",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg4_1?ie=UTF8&adId=A00197821O8V32FRSICBY&url=%2FRenewed-HP-Probook-Laptop-430G3%2Fdp%2FB08N59WJX4%2Fref%3Dsr_1_74_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1611756194%26refinements%3Dp_n_feature_thirteen_browse-bin%253A12598163031%257C16757432031%26rnid%3D12598141031%26s%3Dcomputers%26sr%3D1-74-spons%26psc%3D1&qualifier=1611756202&id=7377273685465665&widgetName=sp_atf_next
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 16 GB Ram & 128 GB SSD & 500GB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 56,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NC4RGTC/ref=sr_1_75?dchild=1&keywords=laptop&qid=1611756194&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-75
"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz Intel Core i7 10th Gen, GeForce GTX 1650Ti 4GB Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LI-HN028T + Xbox Game Pass for PC",4.2 out of 5,"₹ 75,990.00",https://www.amazon.in/ASUS-GeForce-Graphics-Fortress-FX566LI-HN028T/dp/B08CY63TY8/ref=sr_1_76?dchild=1&keywords=laptop&qid=1611756194&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-76
"AGB Octev AG-1208 15.6"" Laptop(7th Generation Intel Core i7-7500U /32GB RAM / 512GB SSD/ 1TB HDD / Win 10 Pro / Aluminium Body / Free Bluetooth Mouse",2.7 out of 5,"₹ 92,999.00",https://www.amazon.in/AGB-AG-1208-Laptop-Generation-i7-7500U/dp/B0769VG5XN/ref=sr_1_77?dchild=1&keywords=laptop&qid=1611756194&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-77
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 32 GB Ram & 512 GB SSD & 320GB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 71,990.00",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg5_1?ie=UTF8&adId=A0017162PHJJWAWJG2ST&url=%2FRenewed-HP-Hybrid-Probook-Laptop%2Fdp%2FB08NC1LPR8%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1611756202%26refinements%3Dp_n_feature_thirteen_browse-bin%253A12598163031%257C16757432031%26rnid%3D12598141031%26s%3Dcomputers%26sr%3D1-97-spons%26psc%3D1&qualifier=1611756208&id=3489413678402635&widgetName=sp_atf_next
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 32 GB Ram & 512 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 70,990.00",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg5_1?ie=UTF8&adId=A0020362MQDWL4FK8BZE&url=%2FRenewed-HP-Probook-Laptop-430G3%2Fdp%2FB08N57GVBP%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1611756202%26refinements%3Dp_n_feature_thirteen_browse-bin%253A12598163031%257C16757432031%26rnid%3D12598141031%26s%3Dcomputers%26sr%3D1-98-spons%26psc%3D1&qualifier=1611756208&id=3489413678402635&widgetName=sp_atf_next
GL65 Leopard 10SDK-069IN Intel Core i7-10750H 10th Gen 15.6-inch 144Hz Laptop(16GB/256GB NVMe SSD + 1TB HDD /Windows 10 Home/Nvidia GeForce GTX 1660Ti 6GB GDDR6/Black/2.3Kg ) 9S7-16U722-069,2.4 out of 5,"₹ 1,18,470.00",https://www.amazon.in/GL65-Leopard-10SDK-069IN-i7-10750H-9S7-16U722-069/dp/B089GYJ5L7/ref=sr_1_99?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-99
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 16 GB Ram & 512 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 58,990.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N57P4MF/ref=sr_1_100?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-100
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 20 GB Ram & 128 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 57,990.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N56ZFTN/ref=sr_1_101?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-101
"ASUS ROG Zephyrus S17 (2020), 17.3"" FHD 300Hz/3ms, Intel Core i7-10750H 10th Gen, RTX 2060 GDDR6 6GB Graphics, Gaming Laptop (16GB RAM/1TB SSD/Office 2019/Windows 10/Black/2.6 Kg), GX701LV-HG056TS",NA,"₹ 1,69,990.00",https://www.amazon.in/ASUS-Zephyrus-i7-10750H-RTX-2060-GX701LV-HG056TS/dp/B08PFB94HC/ref=sr_1_97?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-97
"(Renewed) HP Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 24 GB Ram & 128 GB SSD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 60,990.00",https://www.amazon.in/Renewed-HP-Probook-Laptop-430G3/dp/B08N598VQH/ref=sr_1_98?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-98
"ASUS VivoBook S S14 Intel Core i7-1165G7 11th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris Xᵉ Graphics/Dreamy White/1.4 Kg), S433EA-AM702TS",3.9 out of 5,"₹ 98,990.00",https://www.amazon.in/ASUS-VivoBook-i7-1165G7-Graphics-S433EA-AM702TS/dp/B08SN9GJXH/ref=sr_1_99?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-99
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 4 GB Ram & 512 GB SSD & 500GB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 51,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NC6RHNQ/ref=sr_1_100?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-100
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 4 GB Ram & 256 GB SSD & 320GB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 48,490.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCJ226X/ref=sr_1_101?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-101
"(Renewed) HP Hybrid Probook Laptop 430G3 Intel Core i7 - 6500u Processor, 24 GB Ram & 512 GB SSD & 2TB HDD, Win10, 13.3 Inches 1.55 KG Ultralight Computer",NA,"₹ 69,990.00",https://www.amazon.in/Renewed-HP-Hybrid-Probook-Laptop/dp/B08NCKWWMV/ref=sr_1_102?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-102
(Renewed) Dell Latitude E7470 14 inch Laptop Core i7 6th Gen/8 GB RAM/512 GB SSD/Windows 10 Pro/MS Office/HD Display/Integrated Graphics),NA,"₹ 53,699.00",https://www.amazon.in/Renewed-Dell-Latitude-Integrated-Graphics/dp/B08MV1NJ2Y/ref=sr_1_103?dchild=1&keywords=laptop&qid=1611756202&refinements=p_n_feature_thirteen_browse-bin%3A12598163031%7C16757432031&rnid=12598141031&s=computers&sr=1-103
